,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
308,7062620,ASP,1997-02-18,RES,blank,1992/12,16.6,1391,1096,11934,15145.985401459855,GFA INCL BW:17 SFCPS 168 ON CPL1/F ,blank,5023963,7062620,A,3.0,6,4,blank,,THE REDHILL PENINSULA,紅山半島,PAK PAT SHAN RD,白筆山道,18,blank,HTT,blank,THE REDHILL PENINSULA||Phase 4|Block 6,白筆山道THE REDHILL PENINSULA|Phase4|Block6,白筆山道THE REDHILL PENINSULA|Phase4|Block6|3|A,大潭/石澳,1992,28,,18 PAK PAT SHAN RD,18 白筆山道,"18 PAK PAT SHAN RD,Hong Kong",18 PAK PAT SHAN RD|18 白筆山道,"紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD","紅山半島,6座,白筆山道,香港","THE REDHILL PENINSULA,Block 6,PAK PAT SHAN RD,Hong Kong","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道","THE REDHILL PENINSULA(Phase 4),Block 6,PAK PAT SHAN RD|紅山半島4期,6座,白筆山道|3|Aconsid16.6",3,37610.72946836094
315,7085387,ASP,1997-05-01,RES,blank,1991/01,22.8,1772,1477,12867,15436.696005416385,CPS 44 ON CPL5/F ,blank,5032632,7085387,A,7.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|7|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|7|Aconsid22.8",7,33808.28208529233
318,7101657,ASP,1997-06-03,RES,blank,1991/01,26.98,1906,1598,14155,16883.60450563204,CPS 7273 ON CP3/F ,blank,5056754,7101657,B,10.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|10|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|10|Bconsid26.98",10,34855.383582261944
319,7101658,PRO-ASP,1997-05-15,RES,blank,1991/01,19.0,1334,1102,14243,17241.379310344826,CPS 37 ON CPL4/F ,blank,5038556,7101658,A,22.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|22|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|22|Aconsid19.0",22,37760.76273440469
323,7122470,ASP,1997-05-29,RES,blank,1991/01,18.0,1334,1102,13493,16333.93829401089,CPS 7 ON L4/F ,blank,5045937,7122470,B,5.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|5|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|5|Bconsid18.0",5,35773.354169436025
324,7122583,SUB-ASP,1997-06-03,RES,blank,1991/01,31.0,2054,1717,15093,18054.7466511357,CPS 45 ON CP5/F ,blank,5057274,7122583,A,7.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|7|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|7|Aconsid31.0",7,37273.14980613117
327,7132002,ASP,1997-06-05,RES,blank,1991/01,29.0,1906,1598,15215,18147.684605757197,CPS 65 ON CP3/F ,blank,5058086,7132002,B,29.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|29|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|29|Bconsid29.0",29,37465.01571110439
329,7134086,ASP,1997-06-02,RES,blank,1991/01,19.88,1334,1102,14903,18039.927404718692,CPS 84 ON CP4/F ,blank,5058300,7134086,A,20.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|20|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|20|Aconsid19.88",20,37242.55618981585
330,7136670,ASP,1997-06-03,RES,blank,1991/01,29.8,2054,1717,14508,17355.853232382062,CPS 37 ON CP5/F ,blank,5059021,7136670,A,14.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|14|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|14|Aconsid29.8",14,35830.31820073254
331,7138037,ASP,1997-06-02,RES,blank,1991/01,30.5,2054,1717,14849,17763.54105998835,CPS 74 ON CP3/F ,blank,5058657,7138037,A,10.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|10|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|10|Aconsid30.5",10,36671.96997054841
332,7138038,ASP,1997-05-31,RES,blank,1991/01,31.0,2054,1717,15093,18054.7466511357,CPS 3-4 ON CP5/F ,blank,5048531,7138038,A,35.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|35|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|35|Aconsid31.0",35,39542.13826235273
335,7142096,SUB-ASP,1997-06-07,RES,blank,1991/01,21.5,1334,1102,16117,19509.981851179673,CPS 81 ON CP4/F ,blank,5060011,7142096,A,19.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|19|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|19|Aconsid21.5",19,40277.41237832197
338,7151286,ASP,1997-06-11,RES,blank,1991/01,28.5,1772,1477,16084,19295.87000677048,CPS 98-99 ON CP3/F ,blank,5065804,7151286,B,23.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|23|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|23|Bconsid28.5",23,39835.388848103736
339,7154819,ASP,1997-05-15,RES,blank,1991/01,24.0,1906,1598,12592,15018.773466833542,CPS 36 ON CP5/F ,blank,5051046,7154819,B,36.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|36|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|36|Bconsid24.0",36,32892.97980368669
343,7159281,SUB-ASP,1997-06-23,RES,blank,1991/01,21.5,1334,1102,16117,19509.981851179673,CPS 19 ON CP3/F ,blank,5068525,7159281,B,27.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|27|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|27|Bconsid21.5",27,40277.41237832197
344,7161261,ASP,1997-06-12,RES,blank,1991/01,27.3,1772,1477,15406,18483.412322274882,CPS 1 ON CPL2/F ,blank,5069357,7161261,A,3.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|3|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|3|Aconsid27.3",3,38158.10931765726
346,7162742,SUB-ASP,1997-06-27,RES,blank,1991/01,29.3,1906,1598,15373,18335.419274092616,CPS 36 ON CPL5/F ,blank,5069682,7162742,B,36.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|36|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|36|Bconsid29.3",36,37852.584839150295
347,7162868,ASP,1997-06-16,RES,blank,1991/01,31.0,1906,1598,16264,19399.24906132666,CPS 77 ON CPL3/F ,blank,5069711,7162868,B,31.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|31|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|31|Bconsid31.0",31,40048.80989807711
350,7169575,ASP,1997-05-31,RES,blank,1991/01,18.8,1334,1102,14093,17059.89110707804,blank,blank,5052445,7169575,A,9.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|9|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|9|Aconsid18.8",9,37363.28102141096
358,7173283,ASP,1997-06-26,RES,blank,1991/01,31.6,2054,1717,15385,18404.193360512523,CPS 100 ON CP3/F ,blank,5074233,7173283,A,23.0,4,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,blank,PACIFIC VIEW||Phase |Block 4,大潭道PACIFIC VIEW|Phase|Block4,大潭道PACIFIC VIEW|Phase|Block4|23|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD","浪琴園,4座,大潭道,香港","PACIFIC VIEW,Block 4,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道","PACIFIC VIEW(Block 4),TAI TAM RD|浪琴園4座,大潭道|23|Aconsid31.6",23,37994.56560883048
359,7177150,ASP,1997-06-20,RES,blank,1991/01,21.5,1334,1102,16117,19509.981851179673,CPS 2 ON CP3/F ,blank,5075945,7177150,B,33.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|33|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|33|Bconsid21.5",33,40277.41237832197
363,7183746,ASP,1997-06-16,RES,blank,1991/01,27.5,1772,1477,15519,18618.821936357483,CPS 28 ON CPL3/F ,blank,5077294,7183746,A,9.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|9|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|9|Aconsid27.5",9,38437.655906065
365,7186761,PRO-ASP,1997-07-16,RES,blank,1991/01,23.85,1772,1477,13459,16147.596479350033,blank,blank,5078043,7186761,A,24.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|24|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|24|Aconsid23.85",24,35589.75290409768
371,7201090,PRO-ASP,1997-05-30,RES,blank,1991/01,27.8,1772,1477,15688,18821.93635748138,CPS 80 ON CP3/F ,blank,5053662,7201090,A,34.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|34|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|34|Aconsid27.8",34,41222.37903382134
372,7216148,ASP,1997-06-16,RES,blank,1991/01,29.9,1772,1477,16874,20243.73730534868,CPS 43 ON CP4/F ,blank,5086231,7216148,B,29.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|29|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|29|Bconsid29.9",29,41792.21496695795
375,7235394,ASP,1997-08-16,RES,blank,1991/01,24.8,1772,1477,13995,16790.792146242384,CPS 41 ON CPL3/F ,blank,5094034,7235394,B,17.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|17|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|17|Bconsid24.8",17,35502.58719857605
377,7240612,PRO-ASP,1997-08-10,RES,blank,1991/01,20.0,1772,1477,11287,13540.961408259987,CPS 58 ON CP4/F ,blank,5094983,7240612,B,2.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|2|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|2|Bconsid20.0",2,28631.118708529077
378,7241038,ASP,1997-07-07,RES,blank,1991/01,19.88,1334,1102,14903,18039.927404718692,CPS 5 ON CPL3/F ,blank,5095267,7241038,B,31.0,1,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 1,大潭道PACIFIC VIEW|Phase|Block1,大潭道PACIFIC VIEW|Phase|Block1|31|B,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD","浪琴園,1座,大潭道,香港","PACIFIC VIEW,Block 1,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道","PACIFIC VIEW(Block 1),TAI TAM RD|浪琴園1座,大潭道|31|Bconsid19.88",31,39760.50302983799
380,7248600,PRO-ASP,1997-08-05,RES,blank,1991/01,18.8,1334,1102,14093,17059.89110707804,CPS 90 ON CP4/F ,blank,5097505,7248600,A,33.0,5,blank,blank,,PACIFIC VIEW,浪琴園,TAI TAM RD,大潭道,38,blank,HTT,RBL1086RP,PACIFIC VIEW||Phase |Block 5,大潭道PACIFIC VIEW|Phase|Block5,大潭道PACIFIC VIEW|Phase|Block5|33|A,大潭/石澳,1991,29,,38 TAI TAM RD,38 大潭道,"38 TAI TAM RD,Hong Kong",38 TAI TAM RD|38 大潭道,"浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD","浪琴園,5座,大潭道,香港","PACIFIC VIEW,Block 5,TAI TAM RD,Hong Kong","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道","PACIFIC VIEW(Block 5),TAI TAM RD|浪琴園5座,大潭道|33|Aconsid18.8",33,36071.572225542295
